
---------- Begin Simulation Statistics ----------
simSeconds                                   0.011526                       # Number of seconds simulated (Second)
simTicks                                  11525843000                       # Number of ticks simulated (Tick)
finalTick                                 11525843000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    134.40                       # Real time elapsed on the host (Second)
hostTickRate                                 85760606                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     703512                       # Number of bytes of host memory used (Byte)
simInsts                                     25475897                       # Number of instructions simulated (Count)
simOps                                       38943855                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   189559                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     289770                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           500                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                         23051687                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.904843                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.105164                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        71617624                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                       89                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       62027776                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  20075                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             32673836                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          49938779                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  47                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            22870903                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.712083                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.532998                       # Number of insts issued each cycle (Count)
system.cpu.icache.demandHits::cpu.inst        5383737                       # number of demand (read+write) hits (Count)
system.cpu.icache.demandHits::total           5383737                       # number of demand (read+write) hits (Count)
system.cpu.icache.overallHits::cpu.inst       5383737                       # number of overall hits (Count)
system.cpu.icache.overallHits::total          5383737                       # number of overall hits (Count)
system.cpu.icache.demandMisses::cpu.inst         5143                       # number of demand (read+write) misses (Count)
system.cpu.icache.demandMisses::total            5143                       # number of demand (read+write) misses (Count)
system.cpu.icache.overallMisses::cpu.inst         5143                       # number of overall misses (Count)
system.cpu.icache.overallMisses::total           5143                       # number of overall misses (Count)
system.cpu.icache.demandMissLatency::cpu.inst    236062500                       # number of demand (read+write) miss ticks (Tick)
system.cpu.icache.demandMissLatency::total    236062500                       # number of demand (read+write) miss ticks (Tick)
system.cpu.icache.overallMissLatency::cpu.inst    236062500                       # number of overall miss ticks (Tick)
system.cpu.icache.overallMissLatency::total    236062500                       # number of overall miss ticks (Tick)
system.cpu.icache.demandAccesses::cpu.inst      5388880                       # number of demand (read+write) accesses (Count)
system.cpu.icache.demandAccesses::total       5388880                       # number of demand (read+write) accesses (Count)
system.cpu.icache.overallAccesses::cpu.inst      5388880                       # number of overall (read+write) accesses (Count)
system.cpu.icache.overallAccesses::total      5388880                       # number of overall (read+write) accesses (Count)
system.cpu.icache.demandMissRate::cpu.inst     0.000954                       # miss rate for demand accesses (Ratio)
system.cpu.icache.demandMissRate::total      0.000954                       # miss rate for demand accesses (Ratio)
system.cpu.icache.overallMissRate::cpu.inst     0.000954                       # miss rate for overall accesses (Ratio)
system.cpu.icache.overallMissRate::total     0.000954                       # miss rate for overall accesses (Ratio)
system.cpu.icache.demandAvgMissLatency::cpu.inst 45899.766673                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.demandAvgMissLatency::total 45899.766673                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::cpu.inst 45899.766673                       # average overall miss latency ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::total 45899.766673                       # average overall miss latency ((Tick/Count))
system.cpu.icache.blockedCycles::no_mshrs          424                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCauses::no_mshrs            7                       # number of times access was blocked (Count)
system.cpu.icache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu.icache.avgBlocked::no_mshrs      60.571429                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.demandMshrHits::cpu.inst          758                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.demandMshrHits::total           758                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.overallMshrHits::cpu.inst          758                       # number of overall MSHR hits (Count)
system.cpu.icache.overallMshrHits::total          758                       # number of overall MSHR hits (Count)
system.cpu.icache.demandMshrMisses::cpu.inst         4385                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.demandMshrMisses::total         4385                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.overallMshrMisses::cpu.inst         4385                       # number of overall MSHR misses (Count)
system.cpu.icache.overallMshrMisses::total         4385                       # number of overall MSHR misses (Count)
system.cpu.icache.demandMshrMissLatency::cpu.inst    194948000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissLatency::total    194948000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::cpu.inst    194948000                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::total    194948000                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissRate::cpu.inst     0.000814                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.demandMshrMissRate::total     0.000814                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.overallMshrMissRate::cpu.inst     0.000814                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.overallMshrMissRate::total     0.000814                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.demandAvgMshrMissLatency::cpu.inst 44457.924743                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.demandAvgMshrMissLatency::total 44457.924743                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::cpu.inst 44457.924743                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::total 44457.924743                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.replacements                   4319                       # number of replacements (Count)
system.cpu.icache.ReadReq.hits::cpu.inst      5383737                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.hits::total         5383737                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.misses::cpu.inst         5143                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.misses::total          5143                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.missLatency::cpu.inst    236062500                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.missLatency::total    236062500                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.accesses::cpu.inst      5388880                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.accesses::total      5388880                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.missRate::cpu.inst     0.000954                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.missRate::total     0.000954                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMissLatency::cpu.inst 45899.766673                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMissLatency::total 45899.766673                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.mshrHits::cpu.inst          758                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrHits::total          758                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrMisses::cpu.inst         4385                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMisses::total         4385                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMissLatency::cpu.inst    194948000                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissLatency::total    194948000                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissRate::cpu.inst     0.000814                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.mshrMissRate::total     0.000814                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMshrMissLatency::cpu.inst 44457.924743                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMshrMissLatency::total 44457.924743                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.power_state.pwrStateResidencyTicks::UNDEFINED  11525843000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.icache.tags.tagsInUse            63.982970                       # Average ticks per tags in use ((Tick/Count))
system.cpu.icache.tags.totalRefs              5388121                       # Total number of references to valid blocks. (Count)
system.cpu.icache.tags.sampledRefs               4384                       # Sample count of references to valid blocks. (Count)
system.cpu.icache.tags.avgRefs            1229.042199                       # Average number of references to valid blocks. ((Count/Count))
system.cpu.icache.tags.warmupTick               82000                       # The tick when the warmup percentage was hit. (Tick)
system.cpu.icache.tags.occupancies::cpu.inst    63.982970                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu.icache.tags.avgOccs::cpu.inst     0.999734                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.avgOccs::total        0.999734                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.occupanciesTaskId::1024           64                       # Occupied blocks per task id (Count)
system.cpu.icache.tags.ageTaskId_1024::0           63                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::4            1                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ratioOccsTaskId::1024            1                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu.icache.tags.tagAccesses           10782144                       # Number of tag accesses (Count)
system.cpu.icache.tags.dataAccesses          10782144                       # Number of data accesses (Count)
system.cpu.icache.tags.power_state.pwrStateResidencyTicks::UNDEFINED  11525843000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.iew.idleCycles                           0                       # Number of cycles IEW is idle (Cycle)
system.cpu.iew.squashCycles                    610780                       # Number of cycles IEW is squashing (Cycle)
system.cpu.iew.blockCycles                    3772533                       # Number of cycles IEW is blocking (Cycle)
system.cpu.iew.unblockCycles                     3973                       # Number of cycles IEW is unblocking (Cycle)
system.cpu.iew.dispatchedInsts               71617713                       # Number of instructions dispatched to IQ (Count)
system.cpu.iew.dispSquashedInsts                44450                       # Number of squashed instructions skipped by dispatch (Count)
system.cpu.iew.dispLoadInsts                 22983151                       # Number of dispatched load instructions (Count)
system.cpu.iew.dispStoreInsts                 5510111                       # Number of dispatched store instructions (Count)
system.cpu.iew.dispNonSpecInsts                    43                       # Number of dispatched non-speculative instructions (Count)
system.cpu.iew.iqFullEvents                       132                       # Number of times the IQ has become full, causing a stall (Count)
system.cpu.iew.lsqFullEvents                     3744                       # Number of times the LSQ has become full, causing a stall (Count)
system.cpu.iew.memOrderViolationEvents            987                       # Number of memory order violations (Count)
system.cpu.iew.predictedTakenIncorrect         279757                       # Number of branches that were predicted taken incorrectly (Count)
system.cpu.iew.predictedNotTakenIncorrect       389355                       # Number of branches that were predicted not taken incorrectly (Count)
system.cpu.iew.branchMispredicts               669112                       # Number of branch mispredicts detected at execute (Count)
system.cpu.iew.instsToCommit                 60229073                       # Cumulative count of insts sent to commit (Count)
system.cpu.iew.writebackCount                59708321                       # Cumulative count of insts written-back (Count)
system.cpu.iew.producerInst                  49715602                       # Number of instructions producing a value (Count)
system.cpu.iew.consumerInst                  59645289                       # Number of instructions consuming a value (Count)
system.cpu.iew.wbRate                        2.590193                       # Insts written-back per cycle ((Count/Cycle))
system.cpu.iew.wbFanout                      0.833521                       # Average fanout of values written-back ((Count/Count))
system.cpu.interrupts.clk_domain.clock           8000                       # Clock period in ticks (Tick)
system.cpu.lsq0.forwLoads                     7625276                       # Number of loads that had data forwarded from stores (Count)
system.cpu.lsq0.squashedLoads                10990191                       # Number of loads squashed (Count)
system.cpu.lsq0.ignoredResponses                61429                       # Number of memory responses ignored because the instruction is squashed (Count)
system.cpu.lsq0.memOrderViolation                 987                       # Number of memory ordering violations (Count)
system.cpu.lsq0.squashedStores                2593070                       # Number of stores squashed (Count)
system.cpu.lsq0.rescheduledLoads                    5                       # Number of loads that were rescheduled (Count)
system.cpu.lsq0.blockedByCache                    160                       # Number of times an access to memory failed due to the cache being blocked (Count)
system.cpu.lsq0.loadToUse::samples           11992960                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::mean              3.021720                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::stdev             3.041381                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::0-9               11927892     99.46%     99.46% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::10-19                21128      0.18%     99.63% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::20-29                40601      0.34%     99.97% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::30-39                  344      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::40-49                   39      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::50-59                  221      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::60-69                   23      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::70-79                   54      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::80-89                    9      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::90-99                   20      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::100-109                 57      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::110-119                 53      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::120-129                233      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::130-139               1278      0.01%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::140-149                113      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::150-159                 91      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::160-169                286      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::170-179                 43      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::180-189                 70      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::190-199                261      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::200-209                 34      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::210-219                  2      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::230-239                  7      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::240-249                  6      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::250-259                  2      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::260-269                  5      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::270-279                  1      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::280-289                  6      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::290-299                 12      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::overflows               69      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::min_value                2                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::max_value              911                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::total             11992960                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.mmu.dtb.rdAccesses                19885359                       # TLB accesses on read requests (Count)
system.cpu.mmu.dtb.wrAccesses                 4231396                       # TLB accesses on write requests (Count)
system.cpu.mmu.dtb.rdMisses                       566                       # TLB misses on read requests (Count)
system.cpu.mmu.dtb.wrMisses                       107                       # TLB misses on write requests (Count)
system.cpu.mmu.dtb.walker.power_state.pwrStateResidencyTicks::UNDEFINED  11525843000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.mmu.itb.rdAccesses                       0                       # TLB accesses on read requests (Count)
system.cpu.mmu.itb.wrAccesses                 5389335                       # TLB accesses on write requests (Count)
system.cpu.mmu.itb.rdMisses                         0                       # TLB misses on read requests (Count)
system.cpu.mmu.itb.wrMisses                       606                       # TLB misses on write requests (Count)
system.cpu.mmu.itb.walker.power_state.pwrStateResidencyTicks::UNDEFINED  11525843000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.power_state.pwrStateResidencyTicks::ON  11525843000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.rename.squashCycles                 610780                       # Number of cycles rename is squashing (Cycle)
system.cpu.rename.idleCycles                  4530164                       # Number of cycles rename is idle (Cycle)
system.cpu.rename.blockCycles                 6823637                       # Number of cycles rename is blocking (Cycle)
system.cpu.rename.serializeStallCycles           2788                       # count of cycles rename stalled for serializing inst (Cycle)
system.cpu.rename.runCycles                   6244345                       # Number of cycles rename is running (Cycle)
system.cpu.rename.unblockCycles               4659189                       # Number of cycles rename is unblocking (Cycle)
system.cpu.rename.renamedInsts               74732067                       # Number of instructions processed by rename (Count)
system.cpu.rename.ROBFullEvents               3896691                       # Number of times rename has blocked due to ROB full (Count)
system.cpu.rename.IQFullEvents                  84064                       # Number of times rename has blocked due to IQ full (Count)
system.cpu.rename.LQFullEvents                  11452                       # Number of times rename has blocked due to LQ full (Count)
system.cpu.rename.SQFullEvents                  54842                       # Number of times rename has blocked due to SQ full (Count)
system.cpu.rename.renamedOperands           127479864                       # Number of destination operands rename has renamed (Count)
system.cpu.rename.lookups                   251846619                       # Number of register rename lookups that rename has made (Count)
system.cpu.rename.intLookups                 89856260                       # Number of integer rename lookups (Count)
system.cpu.rename.fpLookups                     21367                       # Number of floating rename lookups (Count)
system.cpu.rename.committedMaps              66394731                       # Number of HB maps that are committed (Count)
system.cpu.rename.undoneMaps                 61085104                       # Number of HB maps that are undone due to squashing (Count)
system.cpu.rename.serializing                      86                       # count of serializing insts renamed (Count)
system.cpu.rename.tempSerializing                  74                       # count of temporary serializing insts renamed (Count)
system.cpu.rename.skidInsts                  19769312                       # count of insts added to the skid buffer (Count)
system.cpu.rob.reads                         88762032                       # The number of ROB reads (Count)
system.cpu.rob.writes                       147620891                       # The number of ROB writes (Count)
system.cpu.thread_0.numInsts                 25475897                       # Number of Instructions committed (Count)
system.cpu.thread_0.numOps                   38943855                       # Number of Ops committed (Count)
system.cpu.thread_0.numMemRefs                      0                       # Number of Memory References (Count)
system.cpu.workload.numSyscalls                    51                       # Number of system calls (Count)
system.l2bus.transDist::ReadResp                30855                       # Transaction distribution (Count)
system.l2bus.transDist::WritebackDirty          33480                       # Transaction distribution (Count)
system.l2bus.transDist::CleanEvict               9651                       # Transaction distribution (Count)
system.l2bus.transDist::UpgradeReq                  1                       # Transaction distribution (Count)
system.l2bus.transDist::UpgradeResp                 1                       # Transaction distribution (Count)
system.l2bus.transDist::ReadExReq                7432                       # Transaction distribution (Count)
system.l2bus.transDist::ReadExResp               7432                       # Transaction distribution (Count)
system.l2bus.transDist::ReadSharedReq           30856                       # Transaction distribution (Count)
system.l2bus.pktCount_system.cpu.icache.mem_side_port::system.l2cache.cpu_side_port        13088                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktCount_system.cpu.dcache.mem_side_port::system.l2cache.cpu_side_port       101645                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktCount::total                   114733                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktSize_system.cpu.icache.mem_side_port::system.l2cache.cpu_side_port       280576                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.pktSize_system.cpu.dcache.mem_side_port::system.l2cache.cpu_side_port      4191744                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.pktSize::total                   4472320                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.snoops                              4975                       # Total snoops (Count)
system.l2bus.snoopTraffic                      120768                       # Total snoop traffic (Byte)
system.l2bus.snoopFanout::samples               43262                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::mean               0.009523                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::stdev              0.097123                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::underflows                0      0.00%      0.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::0                     42850     99.05%     99.05% # Request fanout histogram (Count)
system.l2bus.snoopFanout::1                       412      0.95%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::2                         0      0.00%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::overflows                 0      0.00%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::min_value                 0                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::max_value                 1                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::total                 43262                       # Request fanout histogram (Count)
system.l2bus.power_state.pwrStateResidencyTicks::UNDEFINED  11525843000                       # Cumulative time (in ticks) in various power states (Tick)
system.l2bus.reqLayer0.occupancy             69817500                       # Layer occupancy (ticks) (Tick)
system.l2bus.reqLayer0.utilization                0.0                       # Layer utilization (Ratio)
system.l2bus.respLayer0.occupancy             6580990                       # Layer occupancy (ticks) (Tick)
system.l2bus.respLayer0.utilization               0.0                       # Layer utilization (Ratio)
system.l2bus.respLayer1.occupancy            50855000                       # Layer occupancy (ticks) (Tick)
system.l2bus.respLayer1.utilization               0.0                       # Layer utilization (Ratio)
system.l2bus.snoop_filter.totRequests           76447                       # Total number of requests made to the snoop filter. (Count)
system.l2bus.snoop_filter.hitSingleRequests        38159                       # Number of requests hitting in the snoop filter with a single holder of the requested data. (Count)
system.l2bus.snoop_filter.hitMultiRequests            1                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l2bus.snoop_filter.totSnoops               410                       # Total number of snoops made to the snoop filter. (Count)
system.l2bus.snoop_filter.hitSingleSnoops          410                       # Number of snoops hitting in the snoop filter with a single holder of the requested data. (Count)
system.l2bus.snoop_filter.hitMultiSnoops            0                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l2cache.demandHits::cpu.inst              2152                       # number of demand (read+write) hits (Count)
system.l2cache.demandHits::cpu.data             30699                       # number of demand (read+write) hits (Count)
system.l2cache.demandHits::total                32851                       # number of demand (read+write) hits (Count)
system.l2cache.overallHits::cpu.inst             2152                       # number of overall hits (Count)
system.l2cache.overallHits::cpu.data            30699                       # number of overall hits (Count)
system.l2cache.overallHits::total               32851                       # number of overall hits (Count)
system.l2cache.demandMisses::cpu.inst            2233                       # number of demand (read+write) misses (Count)
system.l2cache.demandMisses::cpu.data            3203                       # number of demand (read+write) misses (Count)
system.l2cache.demandMisses::total               5436                       # number of demand (read+write) misses (Count)
system.l2cache.overallMisses::cpu.inst           2233                       # number of overall misses (Count)
system.l2cache.overallMisses::cpu.data           3203                       # number of overall misses (Count)
system.l2cache.overallMisses::total              5436                       # number of overall misses (Count)
system.l2cache.demandMissLatency::cpu.inst    165715500                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.demandMissLatency::cpu.data    214771500                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.demandMissLatency::total     380487000                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.overallMissLatency::cpu.inst    165715500                       # number of overall miss ticks (Tick)
system.l2cache.overallMissLatency::cpu.data    214771500                       # number of overall miss ticks (Tick)
system.l2cache.overallMissLatency::total    380487000                       # number of overall miss ticks (Tick)
system.l2cache.demandAccesses::cpu.inst          4385                       # number of demand (read+write) accesses (Count)
system.l2cache.demandAccesses::cpu.data         33902                       # number of demand (read+write) accesses (Count)
system.l2cache.demandAccesses::total            38287                       # number of demand (read+write) accesses (Count)
system.l2cache.overallAccesses::cpu.inst         4385                       # number of overall (read+write) accesses (Count)
system.l2cache.overallAccesses::cpu.data        33902                       # number of overall (read+write) accesses (Count)
system.l2cache.overallAccesses::total           38287                       # number of overall (read+write) accesses (Count)
system.l2cache.demandMissRate::cpu.inst      0.509236                       # miss rate for demand accesses (Ratio)
system.l2cache.demandMissRate::cpu.data      0.094478                       # miss rate for demand accesses (Ratio)
system.l2cache.demandMissRate::total         0.141980                       # miss rate for demand accesses (Ratio)
system.l2cache.overallMissRate::cpu.inst     0.509236                       # miss rate for overall accesses (Ratio)
system.l2cache.overallMissRate::cpu.data     0.094478                       # miss rate for overall accesses (Ratio)
system.l2cache.overallMissRate::total        0.141980                       # miss rate for overall accesses (Ratio)
system.l2cache.demandAvgMissLatency::cpu.inst 74212.046574                       # average overall miss latency in ticks ((Tick/Count))
system.l2cache.demandAvgMissLatency::cpu.data 67053.231346                       # average overall miss latency in ticks ((Tick/Count))
system.l2cache.demandAvgMissLatency::total 69993.929360                       # average overall miss latency in ticks ((Tick/Count))
system.l2cache.overallAvgMissLatency::cpu.inst 74212.046574                       # average overall miss latency ((Tick/Count))
system.l2cache.overallAvgMissLatency::cpu.data 67053.231346                       # average overall miss latency ((Tick/Count))
system.l2cache.overallAvgMissLatency::total 69993.929360                       # average overall miss latency ((Tick/Count))
system.l2cache.blockedCycles::no_mshrs              0                       # number of cycles access was blocked (Cycle)
system.l2cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.l2cache.blockedCauses::no_mshrs              0                       # number of times access was blocked (Count)
system.l2cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.l2cache.avgBlocked::no_mshrs               nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2cache.avgBlocked::no_targets             nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2cache.writebacks::writebacks            1886                       # number of writebacks (Count)
system.l2cache.writebacks::total                 1886                       # number of writebacks (Count)
system.l2cache.demandMshrMisses::cpu.inst         2233                       # number of demand (read+write) MSHR misses (Count)
