
---------- Begin Simulation Statistics ----------
simSeconds                                   0.011236                       # Number of seconds simulated (Second)
simTicks                                  11236417000                       # Number of ticks simulated (Tick)
finalTick                                 11236417000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    132.24                       # Real time elapsed on the host (Second)
hostTickRate                                 84969931                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     704536                       # Number of bytes of host memory used (Byte)
simInsts                                     25475897                       # Number of instructions simulated (Count)
simOps                                       38943855                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   192649                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     294494                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           500                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                         22472835                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.882121                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.133631                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        69397586                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      102                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       60339490                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  28639                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             30453811                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          48142664                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  60                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            22289629                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.707066                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.503458                       # Number of insts issued each cycle (Count)
system.cpu.icache.demandHits::total           5479643                       # number of demand (read+write) hits (Count)
system.cpu.icache.overallHits::cpu.inst       5479643                       # number of overall hits (Count)
system.cpu.icache.overallHits::total          5479643                       # number of overall hits (Count)
system.cpu.icache.demandMisses::cpu.inst         5830                       # number of demand (read+write) misses (Count)
system.cpu.icache.demandMisses::total            5830                       # number of demand (read+write) misses (Count)
system.cpu.icache.overallMisses::cpu.inst         5830                       # number of overall misses (Count)
system.cpu.icache.overallMisses::total           5830                       # number of overall misses (Count)
system.cpu.icache.demandMissLatency::cpu.inst    269747496                       # number of demand (read+write) miss ticks (Tick)
system.cpu.icache.demandMissLatency::total    269747496                       # number of demand (read+write) miss ticks (Tick)
system.cpu.icache.overallMissLatency::cpu.inst    269747496                       # number of overall miss ticks (Tick)
system.cpu.icache.overallMissLatency::total    269747496                       # number of overall miss ticks (Tick)
system.cpu.icache.demandAccesses::cpu.inst      5485473                       # number of demand (read+write) accesses (Count)
system.cpu.icache.demandAccesses::total       5485473                       # number of demand (read+write) accesses (Count)
system.cpu.icache.overallAccesses::cpu.inst      5485473                       # number of overall (read+write) accesses (Count)
system.cpu.icache.overallAccesses::total      5485473                       # number of overall (read+write) accesses (Count)
system.cpu.icache.demandMissRate::cpu.inst     0.001063                       # miss rate for demand accesses (Ratio)
system.cpu.icache.demandMissRate::total      0.001063                       # miss rate for demand accesses (Ratio)
system.cpu.icache.overallMissRate::cpu.inst     0.001063                       # miss rate for overall accesses (Ratio)
system.cpu.icache.overallMissRate::total     0.001063                       # miss rate for overall accesses (Ratio)
system.cpu.icache.demandAvgMissLatency::cpu.inst 46268.867238                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.demandAvgMissLatency::total 46268.867238                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::cpu.inst 46268.867238                       # average overall miss latency ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::total 46268.867238                       # average overall miss latency ((Tick/Count))
system.cpu.icache.blockedCycles::no_mshrs         1209                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCauses::no_mshrs           21                       # number of times access was blocked (Count)
system.cpu.icache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu.icache.avgBlocked::no_mshrs      57.571429                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.demandMshrHits::cpu.inst         1093                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.demandMshrHits::total          1093                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.overallMshrHits::cpu.inst         1093                       # number of overall MSHR hits (Count)
system.cpu.icache.overallMshrHits::total         1093                       # number of overall MSHR hits (Count)
system.cpu.icache.demandMshrMisses::cpu.inst         4737                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.demandMshrMisses::total         4737                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.overallMshrMisses::cpu.inst         4737                       # number of overall MSHR misses (Count)
system.cpu.icache.overallMshrMisses::total         4737                       # number of overall MSHR misses (Count)
system.cpu.icache.demandMshrMissLatency::cpu.inst    208555997                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissLatency::total    208555997                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::cpu.inst    208555997                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::total    208555997                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissRate::cpu.inst     0.000864                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.demandMshrMissRate::total     0.000864                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.overallMshrMissRate::cpu.inst     0.000864                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.overallMshrMissRate::total     0.000864                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.demandAvgMshrMissLatency::cpu.inst 44027.020688                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.demandAvgMshrMissLatency::total 44027.020688                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::cpu.inst 44027.020688                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::total 44027.020688                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.replacements                   4671                       # number of replacements (Count)
system.cpu.icache.ReadReq.hits::cpu.inst      5479643                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.hits::total         5479643                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.misses::cpu.inst         5830                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.misses::total          5830                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.missLatency::cpu.inst    269747496                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.missLatency::total    269747496                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.accesses::cpu.inst      5485473                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.accesses::total      5485473                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.missRate::cpu.inst     0.001063                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.missRate::total     0.001063                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMissLatency::cpu.inst 46268.867238                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMissLatency::total 46268.867238                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.mshrHits::cpu.inst         1093                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrHits::total         1093                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrMisses::cpu.inst         4737                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMisses::total         4737                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMissLatency::cpu.inst    208555997                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissLatency::total    208555997                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissRate::cpu.inst     0.000864                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.mshrMissRate::total     0.000864                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMshrMissLatency::cpu.inst 44027.020688                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMshrMissLatency::total 44027.020688                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.power_state.pwrStateResidencyTicks::UNDEFINED  11236417000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.icache.tags.tagsInUse            63.981965                       # Average ticks per tags in use ((Tick/Count))
system.cpu.icache.tags.totalRefs              5484379                       # Total number of references to valid blocks. (Count)
system.cpu.icache.tags.sampledRefs               4736                       # Sample count of references to valid blocks. (Count)
system.cpu.icache.tags.avgRefs            1158.019215                       # Average number of references to valid blocks. ((Count/Count))
system.cpu.icache.tags.warmupTick               82000                       # The tick when the warmup percentage was hit. (Tick)
system.cpu.icache.tags.occupancies::cpu.inst    63.981965                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu.icache.tags.avgOccs::cpu.inst     0.999718                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.avgOccs::total        0.999718                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.occupanciesTaskId::1024           64                       # Occupied blocks per task id (Count)
system.cpu.icache.tags.ageTaskId_1024::0           63                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::4            1                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ratioOccsTaskId::1024            1                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu.icache.tags.tagAccesses           10975682                       # Number of tag accesses (Count)
system.cpu.icache.tags.dataAccesses          10975682                       # Number of data accesses (Count)
system.cpu.icache.tags.power_state.pwrStateResidencyTicks::UNDEFINED  11236417000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.iew.idleCycles                           0                       # Number of cycles IEW is idle (Cycle)
system.cpu.iew.squashCycles                    543672                       # Number of cycles IEW is squashing (Cycle)
system.cpu.iew.blockCycles                    3550954                       # Number of cycles IEW is blocking (Cycle)
system.cpu.iew.unblockCycles                     2845                       # Number of cycles IEW is unblocking (Cycle)
system.cpu.iew.dispatchedInsts               69397688                       # Number of instructions dispatched to IQ (Count)
system.cpu.iew.dispSquashedInsts                11653                       # Number of squashed instructions skipped by dispatch (Count)
system.cpu.iew.dispLoadInsts                 22410580                       # Number of dispatched load instructions (Count)
system.cpu.iew.dispStoreInsts                 5237770                       # Number of dispatched store instructions (Count)
system.cpu.iew.dispNonSpecInsts                    47                       # Number of dispatched non-speculative instructions (Count)
system.cpu.iew.iqFullEvents                        77                       # Number of times the IQ has become full, causing a stall (Count)
system.cpu.iew.lsqFullEvents                     2738                       # Number of times the LSQ has become full, causing a stall (Count)
system.cpu.iew.memOrderViolationEvents            897                       # Number of memory order violations (Count)
system.cpu.iew.predictedTakenIncorrect         326441                       # Number of branches that were predicted taken incorrectly (Count)
system.cpu.iew.predictedNotTakenIncorrect       268903                       # Number of branches that were predicted not taken incorrectly (Count)
system.cpu.iew.branchMispredicts               595344                       # Number of branch mispredicts detected at execute (Count)
system.cpu.iew.instsToCommit                 58588664                       # Cumulative count of insts sent to commit (Count)
system.cpu.iew.writebackCount                58120433                       # Cumulative count of insts written-back (Count)
system.cpu.iew.producerInst                  48703251                       # Number of instructions producing a value (Count)
system.cpu.iew.consumerInst                  58162716                       # Number of instructions consuming a value (Count)
system.cpu.iew.wbRate                        2.586253                       # Insts written-back per cycle ((Count/Cycle))
system.cpu.iew.wbFanout                      0.837362                       # Average fanout of values written-back ((Count/Count))
system.cpu.interrupts.clk_domain.clock           8000                       # Clock period in ticks (Tick)
system.cpu.lsq0.forwLoads                     7380807                       # Number of loads that had data forwarded from stores (Count)
system.cpu.lsq0.squashedLoads                10417620                       # Number of loads squashed (Count)
system.cpu.lsq0.ignoredResponses                60360                       # Number of memory responses ignored because the instruction is squashed (Count)
system.cpu.lsq0.memOrderViolation                 897                       # Number of memory ordering violations (Count)
system.cpu.lsq0.squashedStores                2320729                       # Number of stores squashed (Count)
system.cpu.lsq0.rescheduledLoads                    1                       # Number of loads that were rescheduled (Count)
system.cpu.lsq0.blockedByCache                    115                       # Number of times an access to memory failed due to the cache being blocked (Count)
system.cpu.lsq0.loadToUse::samples           11992960                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::mean              3.029760                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::stdev             2.892871                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::0-9               11930927     99.48%     99.48% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::10-19                18962      0.16%     99.64% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::20-29                39813      0.33%     99.97% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::30-39                  292      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::40-49                   91      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::50-59                  108      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::60-69                  107      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::70-79                   37      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::80-89                   17      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::90-99                   19      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::100-109                 41      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::110-119                 70      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::120-129                195      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::130-139               1272      0.01%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::140-149                113      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::150-159                 97      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::160-169                268      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::170-179                 46      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::180-189                 78      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::190-199                267      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::200-209                 32      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::210-219                  2      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::220-229                  8      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::230-239                  4      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::240-249                  7      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::250-259                  4      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::260-269                  3      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::270-279                 12      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::280-289                 15      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::290-299                  9      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::overflows               44      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::min_value                2                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::max_value              680                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::total             11992960                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.mmu.dtb.rdAccesses                19550278                       # TLB accesses on read requests (Count)
system.cpu.mmu.dtb.wrAccesses                 4003263                       # TLB accesses on write requests (Count)
system.cpu.mmu.dtb.rdMisses                       583                       # TLB misses on read requests (Count)
system.cpu.mmu.dtb.wrMisses                       120                       # TLB misses on write requests (Count)
system.cpu.mmu.dtb.walker.power_state.pwrStateResidencyTicks::UNDEFINED  11236417000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.mmu.itb.rdAccesses                       0                       # TLB accesses on read requests (Count)
system.cpu.mmu.itb.wrAccesses                 5485958                       # TLB accesses on write requests (Count)
system.cpu.mmu.itb.rdMisses                         0                       # TLB misses on read requests (Count)
system.cpu.mmu.itb.wrMisses                       637                       # TLB misses on write requests (Count)
system.cpu.mmu.itb.walker.power_state.pwrStateResidencyTicks::UNDEFINED  11236417000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.power_state.pwrStateResidencyTicks::ON  11236417000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.rename.squashCycles                 543672                       # Number of cycles rename is squashing (Cycle)
system.cpu.rename.idleCycles                  4388897                       # Number of cycles rename is idle (Cycle)
system.cpu.rename.blockCycles                 6626037                       # Number of cycles rename is blocking (Cycle)
system.cpu.rename.serializeStallCycles           2206                       # count of cycles rename stalled for serializing inst (Cycle)
system.cpu.rename.runCycles                   5982987                       # Number of cycles rename is running (Cycle)
system.cpu.rename.unblockCycles               4745830                       # Number of cycles rename is unblocking (Cycle)
system.cpu.rename.renamedInsts               72171565                       # Number of instructions processed by rename (Count)
system.cpu.rename.ROBFullEvents               3973750                       # Number of times rename has blocked due to ROB full (Count)
system.cpu.rename.IQFullEvents                  53979                       # Number of times rename has blocked due to IQ full (Count)
system.cpu.rename.LQFullEvents                  19124                       # Number of times rename has blocked due to LQ full (Count)
system.cpu.rename.SQFullEvents                  56728                       # Number of times rename has blocked due to SQ full (Count)
system.cpu.rename.renamedOperands           124112508                       # Number of destination operands rename has renamed (Count)
system.cpu.rename.lookups                   244092299                       # Number of register rename lookups that rename has made (Count)
system.cpu.rename.intLookups                 87044860                       # Number of integer rename lookups (Count)
system.cpu.rename.fpLookups                     35137                       # Number of floating rename lookups (Count)
system.cpu.rename.committedMaps              66394731                       # Number of HB maps that are committed (Count)
system.cpu.rename.undoneMaps                 57717748                       # Number of HB maps that are undone due to squashing (Count)
system.cpu.rename.serializing                      82                       # count of serializing insts renamed (Count)
system.cpu.rename.tempSerializing                  70                       # count of temporary serializing insts renamed (Count)
system.cpu.rename.skidInsts                  20592011                       # count of insts added to the skid buffer (Count)
system.cpu.rob.reads                         86252327                       # The number of ROB reads (Count)
system.cpu.rob.writes                       142901714                       # The number of ROB writes (Count)
system.cpu.thread_0.numInsts                 25475897                       # Number of Instructions committed (Count)
system.cpu.thread_0.numOps                   38943855                       # Number of Ops committed (Count)
system.cpu.thread_0.numMemRefs                      0                       # Number of Memory References (Count)
system.cpu.workload.numSyscalls                    51                       # Number of system calls (Count)
system.l2bus.transDist::ReadResp                31205                       # Transaction distribution (Count)
system.l2bus.transDist::WritebackDirty          33498                       # Transaction distribution (Count)
system.l2bus.transDist::CleanEvict              10248                       # Transaction distribution (Count)
system.l2bus.transDist::UpgradeReq                  1                       # Transaction distribution (Count)
system.l2bus.transDist::UpgradeResp                 1                       # Transaction distribution (Count)
system.l2bus.transDist::ReadExReq                7422                       # Transaction distribution (Count)
system.l2bus.transDist::ReadExResp               7422                       # Transaction distribution (Count)
system.l2bus.transDist::ReadSharedReq           31206                       # Transaction distribution (Count)
system.l2bus.pktCount_system.cpu.icache.mem_side_port::system.l2cache.cpu_side_port        14141                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktCount_system.cpu.dcache.mem_side_port::system.l2cache.cpu_side_port       101611                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktCount::total                   115752                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktSize_system.cpu.icache.mem_side_port::system.l2cache.cpu_side_port       302912                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.pktSize_system.cpu.dcache.mem_side_port::system.l2cache.cpu_side_port      4185536                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.pktSize::total                   4488448                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.snoops                              5251                       # Total snoops (Count)
system.l2bus.snoopTraffic                      127552                       # Total snoop traffic (Byte)
system.l2bus.snoopFanout::samples               43877                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::mean               0.010438                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::stdev              0.101634                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::underflows                0      0.00%      0.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::0                     43419     98.96%     98.96% # Request fanout histogram (Count)
system.l2bus.snoopFanout::1                       458      1.04%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::2                         0      0.00%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::overflows                 0      0.00%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::min_value                 0                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::max_value                 1                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::total                 43877                       # Request fanout histogram (Count)
system.l2bus.power_state.pwrStateResidencyTicks::UNDEFINED  11236417000                       # Cumulative time (in ticks) in various power states (Tick)
system.l2bus.reqLayer0.occupancy             70071500                       # Layer occupancy (ticks) (Tick)
system.l2bus.reqLayer0.utilization                0.0                       # Layer utilization (Ratio)
system.l2bus.respLayer0.occupancy             7110986                       # Layer occupancy (ticks) (Tick)
system.l2bus.respLayer0.utilization               0.0                       # Layer utilization (Ratio)
system.l2bus.respLayer1.occupancy            50837499                       # Layer occupancy (ticks) (Tick)
system.l2bus.respLayer1.utilization               0.0                       # Layer utilization (Ratio)
system.l2bus.snoop_filter.totRequests           77127                       # Total number of requests made to the snoop filter. (Count)
system.l2bus.snoop_filter.hitSingleRequests        38498                       # Number of requests hitting in the snoop filter with a single holder of the requested data. (Count)
system.l2bus.snoop_filter.hitMultiRequests            5                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l2bus.snoop_filter.totSnoops               453                       # Total number of snoops made to the snoop filter. (Count)
system.l2bus.snoop_filter.hitSingleSnoops          453                       # Number of snoops hitting in the snoop filter with a single holder of the requested data. (Count)
system.l2bus.snoop_filter.hitMultiSnoops            0                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l2cache.demandHits::cpu.inst              2373                       # number of demand (read+write) hits (Count)
system.l2cache.demandHits::cpu.data             30543                       # number of demand (read+write) hits (Count)
system.l2cache.demandHits::total                32916                       # number of demand (read+write) hits (Count)
system.l2cache.overallHits::cpu.inst             2373                       # number of overall hits (Count)
system.l2cache.overallHits::cpu.data            30543                       # number of overall hits (Count)
system.l2cache.overallHits::total               32916                       # number of overall hits (Count)
system.l2cache.demandMisses::cpu.inst            2361                       # number of demand (read+write) misses (Count)
system.l2cache.demandMisses::cpu.data            3348                       # number of demand (read+write) misses (Count)
system.l2cache.demandMisses::total               5709                       # number of demand (read+write) misses (Count)
system.l2cache.overallMisses::cpu.inst           2361                       # number of overall misses (Count)
system.l2cache.overallMisses::cpu.data           3348                       # number of overall misses (Count)
system.l2cache.overallMisses::total              5709                       # number of overall misses (Count)
system.l2cache.demandMissLatency::cpu.inst    176447000                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.demandMissLatency::cpu.data    222718000                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.demandMissLatency::total     399165000                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.overallMissLatency::cpu.inst    176447000                       # number of overall miss ticks (Tick)
system.l2cache.overallMissLatency::cpu.data    222718000                       # number of overall miss ticks (Tick)
system.l2cache.overallMissLatency::total    399165000                       # number of overall miss ticks (Tick)
system.l2cache.demandAccesses::cpu.inst          4734                       # number of demand (read+write) accesses (Count)
system.l2cache.demandAccesses::cpu.data         33891                       # number of demand (read+write) accesses (Count)
system.l2cache.demandAccesses::total            38625                       # number of demand (read+write) accesses (Count)
system.l2cache.overallAccesses::cpu.inst         4734                       # number of overall (read+write) accesses (Count)
system.l2cache.overallAccesses::cpu.data        33891                       # number of overall (read+write) accesses (Count)
system.l2cache.overallAccesses::total           38625                       # number of overall (read+write) accesses (Count)
system.l2cache.demandMissRate::cpu.inst      0.498733                       # miss rate for demand accesses (Ratio)
system.l2cache.demandMissRate::cpu.data      0.098787                       # miss rate for demand accesses (Ratio)
system.l2cache.demandMissRate::total         0.147806                       # miss rate for demand accesses (Ratio)
system.l2cache.overallMissRate::cpu.inst     0.498733                       # miss rate for overall accesses (Ratio)
system.l2cache.overallMissRate::cpu.data     0.098787                       # miss rate for overall accesses (Ratio)
system.l2cache.overallMissRate::total        0.147806                       # miss rate for overall accesses (Ratio)
system.l2cache.demandAvgMissLatency::cpu.inst 74734.011012                       # average overall miss latency in ticks ((Tick/Count))
system.l2cache.demandAvgMissLatency::cpu.data 66522.700119                       # average overall miss latency in ticks ((Tick/Count))
system.l2cache.demandAvgMissLatency::total 69918.549658                       # average overall miss latency in ticks ((Tick/Count))
system.l2cache.overallAvgMissLatency::cpu.inst 74734.011012                       # average overall miss latency ((Tick/Count))
system.l2cache.overallAvgMissLatency::cpu.data 66522.700119                       # average overall miss latency ((Tick/Count))
system.l2cache.overallAvgMissLatency::total 69918.549658                       # average overall miss latency ((Tick/Count))
system.l2cache.blockedCycles::no_mshrs              0                       # number of cycles access was blocked (Cycle)
system.l2cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.l2cache.blockedCauses::no_mshrs              0                       # number of times access was blocked (Count)
system.l2cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.l2cache.avgBlocked::no_mshrs               nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2cache.avgBlocked::no_targets             nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2cache.writebacks::writebacks            1990                       # number of writebacks (Count)
system.l2cache.writebacks::total                 1990                       # number of writebacks (Count)
