
---------- Begin Simulation Statistics ----------
simSeconds                                   0.010513                       # Number of seconds simulated (Second)
simTicks                                  10512645000                       # Number of ticks simulated (Tick)
finalTick                                 10512645000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    113.83                       # Real time elapsed on the host (Second)
hostTickRate                                 92356297                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     705820                       # Number of bytes of host memory used (Byte)
simInsts                                     25475897                       # Number of instructions simulated (Count)
simOps                                       38943855                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   223812                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     342132                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           500                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                         21025295                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.825301                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.211678                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        54671329                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                       86                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       50253789                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   3052                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             15727538                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          25119725                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  44                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            20831738                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.412367                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.843878                       # Number of insts issued each cycle (Count)
system.cpu.fetch.nisnDist::5                  1025831      4.92%     57.90% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::6                  8769589     42.10%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::overflows                0      0.00%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::min_value                0                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::max_value                6                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::total             20831738                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetchStats0.numInsts              44768521                       # Number of instructions fetched (thread level) (Count)
system.cpu.fetchStats0.numOps                       0                       # Number of ops (including micro ops) fetched (thread level) (Count)
system.cpu.fetchStats0.fetchRate             2.129270                       # Number of inst fetches per cycle ((Count/Cycle))
system.cpu.fetchStats0.numBranches            4644750                       # Number of branches fetched (Count)
system.cpu.fetchStats0.branchRate            0.220912                       # Number of branch fetches per cycle (Ratio)
system.cpu.fetchStats0.icacheStallCycles      4166998                       # ICache total stall cycles (Cycle)
system.cpu.fetchStats0.numFetchSuspends             0                       # Number of times Execute suspended instruction fetching (Count)
system.cpu.icache.demandHits::cpu.inst        3871992                       # number of demand (read+write) hits (Count)
system.cpu.icache.demandHits::total           3871992                       # number of demand (read+write) hits (Count)
system.cpu.icache.overallHits::cpu.inst       3871992                       # number of overall hits (Count)
system.cpu.icache.overallHits::total          3871992                       # number of overall hits (Count)
system.cpu.icache.demandMisses::cpu.inst         4836                       # number of demand (read+write) misses (Count)
system.cpu.icache.demandMisses::total            4836                       # number of demand (read+write) misses (Count)
system.cpu.icache.overallMisses::cpu.inst         4836                       # number of overall misses (Count)
system.cpu.icache.overallMisses::total           4836                       # number of overall misses (Count)
system.cpu.icache.demandMissLatency::cpu.inst    225944499                       # number of demand (read+write) miss ticks (Tick)
system.cpu.icache.demandMissLatency::total    225944499                       # number of demand (read+write) miss ticks (Tick)
system.cpu.icache.overallMissLatency::cpu.inst    225944499                       # number of overall miss ticks (Tick)
system.cpu.icache.overallMissLatency::total    225944499                       # number of overall miss ticks (Tick)
system.cpu.icache.demandAccesses::cpu.inst      3876828                       # number of demand (read+write) accesses (Count)
system.cpu.icache.demandAccesses::total       3876828                       # number of demand (read+write) accesses (Count)
system.cpu.icache.overallAccesses::cpu.inst      3876828                       # number of overall (read+write) accesses (Count)
system.cpu.icache.overallAccesses::total      3876828                       # number of overall (read+write) accesses (Count)
system.cpu.icache.demandMissRate::cpu.inst     0.001247                       # miss rate for demand accesses (Ratio)
system.cpu.icache.demandMissRate::total      0.001247                       # miss rate for demand accesses (Ratio)
system.cpu.icache.overallMissRate::cpu.inst     0.001247                       # miss rate for overall accesses (Ratio)
system.cpu.icache.overallMissRate::total     0.001247                       # miss rate for overall accesses (Ratio)
system.cpu.icache.demandAvgMissLatency::cpu.inst 46721.360422                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.demandAvgMissLatency::total 46721.360422                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::cpu.inst 46721.360422                       # average overall miss latency ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::total 46721.360422                       # average overall miss latency ((Tick/Count))
system.cpu.icache.blockedCycles::no_mshrs         1099                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCauses::no_mshrs           16                       # number of times access was blocked (Count)
system.cpu.icache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu.icache.avgBlocked::no_mshrs      68.687500                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.demandMshrHits::cpu.inst          593                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.demandMshrHits::total           593                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.overallMshrHits::cpu.inst          593                       # number of overall MSHR hits (Count)
system.cpu.icache.overallMshrHits::total          593                       # number of overall MSHR hits (Count)
system.cpu.icache.demandMshrMisses::cpu.inst         4243                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.demandMshrMisses::total         4243                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.overallMshrMisses::cpu.inst         4243                       # number of overall MSHR misses (Count)
system.cpu.icache.overallMshrMisses::total         4243                       # number of overall MSHR misses (Count)
system.cpu.icache.demandMshrMissLatency::cpu.inst    190503999                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissLatency::total    190503999                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::cpu.inst    190503999                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::total    190503999                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissRate::cpu.inst     0.001094                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.demandMshrMissRate::total     0.001094                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.overallMshrMissRate::cpu.inst     0.001094                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.overallMshrMissRate::total     0.001094                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.demandAvgMshrMissLatency::cpu.inst 44898.420693                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.demandAvgMshrMissLatency::total 44898.420693                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::cpu.inst 44898.420693                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::total 44898.420693                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.replacements                   4177                       # number of replacements (Count)
system.cpu.icache.ReadReq.hits::cpu.inst      3871992                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.hits::total         3871992                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.misses::cpu.inst         4836                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.misses::total          4836                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.missLatency::cpu.inst    225944499                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.missLatency::total    225944499                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.accesses::cpu.inst      3876828                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.accesses::total      3876828                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.missRate::cpu.inst     0.001247                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.missRate::total     0.001247                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMissLatency::cpu.inst 46721.360422                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMissLatency::total 46721.360422                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.mshrHits::cpu.inst          593                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrHits::total          593                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrMisses::cpu.inst         4243                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMisses::total         4243                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMissLatency::cpu.inst    190503999                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissLatency::total    190503999                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissRate::cpu.inst     0.001094                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.mshrMissRate::total     0.001094                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMshrMissLatency::cpu.inst 44898.420693                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMshrMissLatency::total 44898.420693                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.power_state.pwrStateResidencyTicks::UNDEFINED  10512645000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.icache.tags.tagsInUse            63.980770                       # Average ticks per tags in use ((Tick/Count))
system.cpu.icache.tags.totalRefs              3876234                       # Total number of references to valid blocks. (Count)
system.cpu.icache.tags.sampledRefs               4242                       # Sample count of references to valid blocks. (Count)
system.cpu.icache.tags.avgRefs             913.775106                       # Average number of references to valid blocks. ((Count/Count))
system.cpu.icache.tags.warmupTick               82000                       # The tick when the warmup percentage was hit. (Tick)
system.cpu.icache.tags.occupancies::cpu.inst    63.980770                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu.icache.tags.avgOccs::cpu.inst     0.999700                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.avgOccs::total        0.999700                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.occupanciesTaskId::1024           64                       # Occupied blocks per task id (Count)
system.cpu.icache.tags.ageTaskId_1024::0           63                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::3            1                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ratioOccsTaskId::1024            1                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu.icache.tags.tagAccesses            7757898                       # Number of tag accesses (Count)
system.cpu.icache.tags.dataAccesses           7757898                       # Number of data accesses (Count)
system.cpu.icache.tags.power_state.pwrStateResidencyTicks::UNDEFINED  10512645000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.iew.idleCycles                           0                       # Number of cycles IEW is idle (Cycle)
system.cpu.iew.squashCycles                    423007                       # Number of cycles IEW is squashing (Cycle)
system.cpu.iew.blockCycles                    1822745                       # Number of cycles IEW is blocking (Cycle)
system.cpu.iew.unblockCycles                     5227                       # Number of cycles IEW is unblocking (Cycle)
system.cpu.iew.dispatchedInsts               54671415                       # Number of instructions dispatched to IQ (Count)
system.cpu.iew.dispSquashedInsts                 1731                       # Number of squashed instructions skipped by dispatch (Count)
system.cpu.iew.dispLoadInsts                 17533120                       # Number of dispatched load instructions (Count)
system.cpu.iew.dispStoreInsts                 4032404                       # Number of dispatched store instructions (Count)
system.cpu.iew.dispNonSpecInsts                    41                       # Number of dispatched non-speculative instructions (Count)
system.cpu.iew.iqFullEvents                      1225                       # Number of times the IQ has become full, causing a stall (Count)
system.cpu.iew.lsqFullEvents                     2420                       # Number of times the LSQ has become full, causing a stall (Count)
system.cpu.iew.memOrderViolationEvents            492                       # Number of memory order violations (Count)
system.cpu.iew.predictedTakenIncorrect         248227                       # Number of branches that were predicted taken incorrectly (Count)
system.cpu.iew.predictedNotTakenIncorrect       201106                       # Number of branches that were predicted not taken incorrectly (Count)
system.cpu.iew.branchMispredicts               449333                       # Number of branch mispredicts detected at execute (Count)
system.cpu.iew.instsToCommit                 48886228                       # Cumulative count of insts sent to commit (Count)
system.cpu.iew.writebackCount                48556239                       # Cumulative count of insts written-back (Count)
system.cpu.iew.producerInst                  39979435                       # Number of instructions producing a value (Count)
system.cpu.iew.consumerInst                  47696750                       # Number of instructions consuming a value (Count)
system.cpu.iew.wbRate                        2.309420                       # Insts written-back per cycle ((Count/Cycle))
system.cpu.iew.wbFanout                      0.838200                       # Average fanout of values written-back ((Count/Count))
system.cpu.interrupts.clk_domain.clock           8000                       # Clock period in ticks (Tick)
system.cpu.lsq0.forwLoads                     5701533                       # Number of loads that had data forwarded from stores (Count)
system.cpu.lsq0.squashedLoads                 5540160                       # Number of loads squashed (Count)
system.cpu.lsq0.ignoredResponses                78377                       # Number of memory responses ignored because the instruction is squashed (Count)
system.cpu.lsq0.memOrderViolation                 492                       # Number of memory ordering violations (Count)
system.cpu.lsq0.squashedStores                1115363                       # Number of stores squashed (Count)
system.cpu.lsq0.rescheduledLoads                    5                       # Number of loads that were rescheduled (Count)
system.cpu.lsq0.blockedByCache                    100                       # Number of times an access to memory failed due to the cache being blocked (Count)
system.cpu.lsq0.loadToUse::samples           11992960                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::mean              2.980743                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::stdev             2.901831                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::0-9               11929975     99.47%     99.47% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::10-19                18032      0.15%     99.63% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::20-29                41915      0.35%     99.97% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::30-39                  188      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::40-49                   41      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::50-59                   98      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::60-69                   62      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::70-79                   48      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::80-89                   10      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::90-99                   17      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::100-109                 30      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::110-119                 82      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::120-129                346      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::130-139               1144      0.01%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::140-149                122      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::150-159                100      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::160-169                296      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::170-179                 34      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::180-189                 47      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::190-199                234      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::200-209                 36      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::210-219                  4      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::220-229                  4      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::230-239                  9      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::240-249                 12      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::250-259                  6      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::260-269                  3      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::270-279                  4      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::280-289                  7      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::290-299                  1      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::overflows               53      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::min_value                2                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::max_value              702                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::total             11992960                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.mmu.dtb.rdAccesses                16113700                       # TLB accesses on read requests (Count)
system.cpu.mmu.dtb.wrAccesses                 3402571                       # TLB accesses on write requests (Count)
system.cpu.mmu.dtb.rdMisses                       419                       # TLB misses on read requests (Count)
system.cpu.mmu.dtb.wrMisses                       110                       # TLB misses on write requests (Count)
system.cpu.mmu.dtb.walker.power_state.pwrStateResidencyTicks::UNDEFINED  10512645000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.mmu.itb.rdAccesses                       0                       # TLB accesses on read requests (Count)
system.cpu.mmu.itb.wrAccesses                 3877304                       # TLB accesses on write requests (Count)
system.cpu.mmu.itb.rdMisses                         0                       # TLB misses on read requests (Count)
system.cpu.mmu.itb.wrMisses                       624                       # TLB misses on write requests (Count)
system.cpu.mmu.itb.walker.power_state.pwrStateResidencyTicks::UNDEFINED  10512645000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.power_state.pwrStateResidencyTicks::ON  10512645000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.rename.squashCycles                 423007                       # Number of cycles rename is squashing (Cycle)
system.cpu.rename.idleCycles                  4834482                       # Number of cycles rename is idle (Cycle)
system.cpu.rename.blockCycles                 2227964                       # Number of cycles rename is blocking (Cycle)
system.cpu.rename.serializeStallCycles           2941                       # count of cycles rename stalled for serializing inst (Cycle)
system.cpu.rename.runCycles                   8788013                       # Number of cycles rename is running (Cycle)
system.cpu.rename.unblockCycles               4555331                       # Number of cycles rename is unblocking (Cycle)
system.cpu.rename.renamedInsts               57371925                       # Number of instructions processed by rename (Count)
system.cpu.rename.ROBFullEvents                 61120                       # Number of times rename has blocked due to ROB full (Count)
system.cpu.rename.IQFullEvents                3493914                       # Number of times rename has blocked due to IQ full (Count)
system.cpu.rename.LQFullEvents                      9                       # Number of times rename has blocked due to LQ full (Count)
system.cpu.rename.SQFullEvents                  26571                       # Number of times rename has blocked due to SQ full (Count)
system.cpu.rename.renamedOperands            98684944                       # Number of destination operands rename has renamed (Count)
system.cpu.rename.lookups                   193286566                       # Number of register rename lookups that rename has made (Count)
system.cpu.rename.intLookups                 69168345                       # Number of integer rename lookups (Count)
system.cpu.rename.fpLookups                     17880                       # Number of floating rename lookups (Count)
system.cpu.rename.committedMaps              66394731                       # Number of HB maps that are committed (Count)
system.cpu.rename.undoneMaps                 32290184                       # Number of HB maps that are undone due to squashing (Count)
system.cpu.rename.serializing                      83                       # count of serializing insts renamed (Count)
system.cpu.rename.tempSerializing                  71                       # count of temporary serializing insts renamed (Count)
system.cpu.rename.skidInsts                  12784014                       # count of insts added to the skid buffer (Count)
system.cpu.rob.reads                         69534202                       # The number of ROB reads (Count)
system.cpu.rob.writes                       111510297                       # The number of ROB writes (Count)
system.cpu.thread_0.numInsts                 25475897                       # Number of Instructions committed (Count)
system.cpu.thread_0.numOps                   38943855                       # Number of Ops committed (Count)
system.cpu.thread_0.numMemRefs                      0                       # Number of Memory References (Count)
system.cpu.workload.numSyscalls                    51                       # Number of system calls (Count)
system.l2bus.transDist::ReadResp                30407                       # Transaction distribution (Count)
system.l2bus.transDist::WritebackDirty          33227                       # Transaction distribution (Count)
system.l2bus.transDist::CleanEvict               9420                       # Transaction distribution (Count)
system.l2bus.transDist::UpgradeReq                  1                       # Transaction distribution (Count)
system.l2bus.transDist::UpgradeResp                 1                       # Transaction distribution (Count)
system.l2bus.transDist::ReadExReq                7445                       # Transaction distribution (Count)
system.l2bus.transDist::ReadExResp               7445                       # Transaction distribution (Count)
system.l2bus.transDist::ReadSharedReq           30408                       # Transaction distribution (Count)
system.l2bus.pktCount_system.cpu.icache.mem_side_port::system.l2cache.cpu_side_port        12662                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktCount_system.cpu.dcache.mem_side_port::system.l2cache.cpu_side_port       100766                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktCount::total                   113428                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktSize_system.cpu.icache.mem_side_port::system.l2cache.cpu_side_port       271488                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.pktSize_system.cpu.dcache.mem_side_port::system.l2cache.cpu_side_port      4156480                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.pktSize::total                   4427968                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.snoops                              4926                       # Total snoops (Count)
system.l2bus.snoopTraffic                      121088                       # Total snoop traffic (Byte)
system.l2bus.snoopFanout::samples               42778                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::mean               0.009678                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::stdev              0.097900                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::underflows                0      0.00%      0.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::0                     42364     99.03%     99.03% # Request fanout histogram (Count)
system.l2bus.snoopFanout::1                       414      0.97%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::2                         0      0.00%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::overflows                 0      0.00%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::min_value                 0                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::max_value                 1                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::total                 42778                       # Request fanout histogram (Count)
system.l2bus.power_state.pwrStateResidencyTicks::UNDEFINED  10512645000                       # Cumulative time (in ticks) in various power states (Tick)
system.l2bus.reqLayer0.occupancy             69124500                       # Layer occupancy (ticks) (Tick)
system.l2bus.reqLayer0.utilization                0.0                       # Layer utilization (Ratio)
system.l2bus.respLayer0.occupancy             6363998                       # Layer occupancy (ticks) (Tick)
system.l2bus.respLayer0.utilization               0.0                       # Layer utilization (Ratio)
system.l2bus.respLayer1.occupancy            50415999                       # Layer occupancy (ticks) (Tick)
system.l2bus.respLayer1.utilization               0.0                       # Layer utilization (Ratio)
system.l2bus.snoop_filter.totRequests           75577                       # Total number of requests made to the snoop filter. (Count)
system.l2bus.snoop_filter.hitSingleRequests        37724                       # Number of requests hitting in the snoop filter with a single holder of the requested data. (Count)
system.l2bus.snoop_filter.hitMultiRequests            1                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l2bus.snoop_filter.totSnoops               412                       # Total number of snoops made to the snoop filter. (Count)
system.l2bus.snoop_filter.hitSingleSnoops          412                       # Number of snoops hitting in the snoop filter with a single holder of the requested data. (Count)
system.l2bus.snoop_filter.hitMultiSnoops            0                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l2cache.demandHits::cpu.inst              2079                       # number of demand (read+write) hits (Count)
system.l2cache.demandHits::cpu.data             30385                       # number of demand (read+write) hits (Count)
system.l2cache.demandHits::total                32464                       # number of demand (read+write) hits (Count)
system.l2cache.overallHits::cpu.inst             2079                       # number of overall hits (Count)
system.l2cache.overallHits::cpu.data            30385                       # number of overall hits (Count)
system.l2cache.overallHits::total               32464                       # number of overall hits (Count)
system.l2cache.demandMisses::cpu.inst            2164                       # number of demand (read+write) misses (Count)
system.l2cache.demandMisses::cpu.data            3224                       # number of demand (read+write) misses (Count)
system.l2cache.demandMisses::total               5388                       # number of demand (read+write) misses (Count)
system.l2cache.overallMisses::cpu.inst           2164                       # number of overall misses (Count)
system.l2cache.overallMisses::cpu.data           3224                       # number of overall misses (Count)
system.l2cache.overallMisses::total              5388                       # number of overall misses (Count)
system.l2cache.demandMissLatency::cpu.inst    162239000                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.demandMissLatency::cpu.data    215009500                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.demandMissLatency::total     377248500                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.overallMissLatency::cpu.inst    162239000                       # number of overall miss ticks (Tick)
system.l2cache.overallMissLatency::cpu.data    215009500                       # number of overall miss ticks (Tick)
system.l2cache.overallMissLatency::total    377248500                       # number of overall miss ticks (Tick)
system.l2cache.demandAccesses::cpu.inst          4243                       # number of demand (read+write) accesses (Count)
system.l2cache.demandAccesses::cpu.data         33609                       # number of demand (read+write) accesses (Count)
system.l2cache.demandAccesses::total            37852                       # number of demand (read+write) accesses (Count)
system.l2cache.overallAccesses::cpu.inst         4243                       # number of overall (read+write) accesses (Count)
system.l2cache.overallAccesses::cpu.data        33609                       # number of overall (read+write) accesses (Count)
system.l2cache.overallAccesses::total           37852                       # number of overall (read+write) accesses (Count)
system.l2cache.demandMissRate::cpu.inst      0.510016                       # miss rate for demand accesses (Ratio)
system.l2cache.demandMissRate::cpu.data      0.095927                       # miss rate for demand accesses (Ratio)
system.l2cache.demandMissRate::total         0.142344                       # miss rate for demand accesses (Ratio)
system.l2cache.overallMissRate::cpu.inst     0.510016                       # miss rate for overall accesses (Ratio)
system.l2cache.overallMissRate::cpu.data     0.095927                       # miss rate for overall accesses (Ratio)
